,text,general_tags,specific_tags,token_tagset
0,kasi sa mga video napapanood ko ng korean at japanese dami lalakeng nagpakulay buhok sa kanila even mga student sa school kaya assume ko hindi binabastos mga may kulay buhok doon .,"['CONJ', 'CONJ', 'DT', 'FW', 'VBPR', 'PR', 'CONJ', 'NOUN', 'FW', 'FW', 'NOUN', 'NOUN', 'VBPT', 'NOUN', 'CONJ', 'PR', 'FW', 'DT', 'FW', 'CONJ', 'FW', 'CONJ', 'FW', 'PR', 'RB', 'VBPR', 'DT', 'VB', 'NOUN', 'NOUN', 'PR', 'PUNC']","['CCR', 'CCT', 'DTCP', 'FW', 'VBTR', 'PRS', 'CCB', 'NNC', 'FW', 'FW', 'NNC', 'NNC', 'VBTS', 'NNC', 'CCT', 'PRSP', 'FW', 'DTCP', 'FW', 'CCT', 'FW', 'CCR', 'FW', 'PRS', 'RBF', 'VBTR', 'DTCP', 'VBH', 'NNC', 'NNC', 'PRL', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
1,"Question sir , sa mga owners ng unit nato jan . Ako lang ba nkakaexperience na sobrang bagal ng mobile internet ko sa kanya ?","['NOUN', 'NOUN', 'PUNC', 'CONJ', 'DT', 'NOUN', 'CONJ', 'NOUN', 'FW', 'FW', 'PUNC', 'PR', 'RB', 'RB', 'FW', 'CCP', 'JJ', 'JJ', 'CONJ', 'NOUN', 'NOUN', 'PR', 'CONJ', 'PR', 'PUNC']","['NN', 'NN', 'PMC', 'CCT', 'DTCP', 'NNS', 'CCB', 'NN', 'FW', 'FW', 'PMP', 'PRS', 'RBI', 'RBI', 'FW', 'CCP', 'JJCS', 'JJD', 'CCB', 'NN', 'NN', 'PRS', 'CCT', 'PRSP', 'PMQ']","['Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
2,Magkano po ang price range para naman po hindi maloko o ma-overprice ng sobra ?,"['VB', 'NOUN', 'DT', 'NOUN', 'NOUN', 'CONJ', 'RB', 'FW', 'RB', 'JJ', 'FW', 'FW', 'CONJ', 'JJ', 'PUNC']","['VBW', 'NN', 'DTC', 'NN', 'NN', 'CCT', 'RBI', 'FW', 'RBF', 'JJD', 'FW', 'FW', 'CCB', 'JJCS', 'PMQ']","['MGNN', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
3,"But I want you to be strong , kasi ang lahat ng ito ay diversionary tactics sa mangyayaring hearing sa Lunes .","['CONJ', 'CD', 'VBPR', 'PR', 'TO', 'VB', 'FW', 'PUNC', 'CONJ', 'DT', 'PR', 'CONJ', 'PR', 'LM', 'JJ', 'NOUN', 'CONJ', 'NOUN', 'FW', 'CONJ', 'PROPN', 'PUNC']","['CC', 'CDB', 'VBP', 'PRP', 'TO', 'VB', 'FW', 'PMC', 'CCR', 'DTC', 'PRI', 'CCB', 'PRO', 'LM', 'JJ', 'NNS', 'CCT', 'NNC', 'FW', 'CCT', 'NNP', 'PMP']","['Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
4,Siguro what I can offer lang is yung experience na lumabas ka with an average girl HAHAHAHAHA sabi ng friends ko funny ako kasama so malay mo mapatawa kita kahit papano .,"['RB', 'PR', 'CD', 'FW', 'VB', 'RB', 'VBPR', 'PR', 'NOUN', 'CCP', 'VBPT', 'PR', 'IN', 'DT', 'JJ', 'NOUN', 'FW', 'VB', 'CONJ', 'NOUN', 'PR', 'JJ', 'PR', 'CONJ', 'FW', 'NOUN', 'FW', 'VB', 'NOUN', 'CONJ', 'RB', 'PUNC']","['RBM', 'WP', 'CDB', 'FW', 'VB', 'RBI', 'VBZ', 'PRO', 'NN', 'CCP', 'VBTS', 'PRS', 'IN', 'DTC', 'JJ', 'NN', 'FW', 'VBS', 'CCB', 'NNS', 'PRS', 'JJ', 'PRS', 'CCB', 'FW', 'NNC', 'FW', 'VBW', 'NNC', 'CCT', 'RBQ', 'PMP']","['MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
5,You can tell your reason why bakit sila ang pinili mo .,"['PR', 'FW', 'VB', 'PR', 'NOUN', 'RB', 'PR', 'PR', 'DT', 'VB', 'FW', 'PUNC']","['PRP', 'FW', 'VB', 'PRP$', 'NN', 'WRB', 'PRQ', 'PRP', 'DTC', 'VBOF', 'FW', 'PMP']","['Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
6,Nag-iisa lng ako sa dorm kaya i think mas cheap kung bibili ng lutong ulam at mas convenient pa . Kaso concerned ako kung healthy ba ung canned goods regularly ...,"['VBPR', 'NOUN', 'PR', 'CONJ', 'FW', 'CONJ', 'NOUN', 'VBPR', 'JJ', 'FW', 'CONJ', 'VBFT', 'CONJ', 'JJ', 'NOUN', 'IN', 'JJ', 'JJ', 'RB', 'PUNC', 'CONJ', 'VBPT', 'PR', 'CONJ', 'JJ', 'RB', 'PR', 'VBPT', 'NOUN', 'RB', 'SYM']","['VBTR', 'NNCA', 'PRS', 'CCT', 'FW', 'CCR', 'NNCA', 'VBP', 'JJCC', 'FW', 'CCR', 'VBTF', 'CCB', 'JJD', 'NNC', 'IN', 'JJCC', 'JJ', 'RBI', 'PMP', 'CCR', 'VBD', 'PRS', 'CCR', 'JJ', 'RBI', 'PRO', 'VBN', 'NNS', 'RB', 'PMS']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN']"
7,"Ibig sabihin malaking kabawasan ito sa gastusin ng aktres . Anyway , how true na magkakampi ang incumbent vice governor ng Zambales na kalaban ni Mayor Jay sa politika at ang kanyang ex-wife ?","['VB', 'VB', 'JJ', 'NOUN', 'PR', 'CONJ', 'NOUN', 'CONJ', 'NOUN', 'PUNC', 'CONJ', 'PUNC', 'RB', 'JJ', 'CCP', 'VB', 'DT', 'JJ', 'NOUN', 'NOUN', 'CONJ', 'PROPN', 'CCP', 'NOUN', 'DT', 'PROPN', 'PROPN', 'CONJ', 'NOUN', 'IN', 'DT', 'PR', 'NOUN', 'PUNC']","['VBS', 'VBOF', 'JJD', 'NNC', 'PRO', 'CCT', 'NNC', 'CCB', 'NNC', 'PMP', 'CCB', 'PMC', 'WRB', 'JJ', 'CCP', 'VBW', 'DTC', 'JJ', 'NN', 'NN', 'CCB', 'NNP', 'CCP', 'NNC', 'DTP', 'NNP', 'NNP', 'CCT', 'NNC', 'IN', 'DTC', 'PRSP', 'NN', 'PMQ']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
8,Umabot na sa 3 million views ang music video sa YouTube .,"['VB', 'RB', 'CONJ', 'CD', 'CD', 'VBPR', 'DT', 'NOUN', 'NOUN', 'CONJ', 'PROPN', 'PUNC']","['VBAF', 'RBI', 'CCT', 'CDB', 'CD', 'VBZ', 'DTC', 'NN', 'NN', 'CCT', 'NNP', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
9,"Hihintayin na lang ito sa telebisyon , at worst , mabibili na lang ito sa pirated DVDs . Naikuwento pa na walang means ang mga nabanggit na producer at filmmaker para sa bonggang promo , gaya ng ginagawa para sa mainstream films .","['PROPN', 'CCP', 'RB', 'PR', 'CONJ', 'NOUN', 'PUNC', 'IN', 'JJ', 'PUNC', 'VBFT', 'RB', 'RB', 'PR', 'CONJ', 'JJ', 'NOUN', 'PUNC', 'VBPT', 'RB', 'CCP', 'VB', 'FW', 'DT', 'DT', 'VBPT', 'CCP', 'NOUN', 'IN', 'NOUN', 'CONJ', 'CONJ', 'JJ', 'FW', 'PUNC', 'JJ', 'CONJ', 'VBPR', 'CONJ', 'CONJ', 'NOUN', 'NOUN', 'PUNC']","['NNP', 'CCP', 'RBI', 'PRO', 'CCT', 'NNC', 'PMC', 'IN', 'JJS', 'PMC', 'VBTF', 'RBI', 'RBI', 'PRO', 'CCT', 'JJ', 'NNS', 'PMP', 'VBTS', 'RBI', 'CCP', 'VBN', 'FW', 'DTC', 'DTCP', 'VBTS', 'CCP', 'NN', 'IN', 'NN', 'CCT', 'CCT', 'JJD', 'FW', 'PMC', 'JJC', 'CCB', 'VBTR', 'CCT', 'CCT', 'NN', 'NNS', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN']"
