,text,general_tags,specific_tags,token_tagset
0,"Found a pair of Sperry Topsiders for 3 , 500 pesos and Swatch Seasiders for 2 , 700 pesos .","['VBPT', 'FW', 'NOUN', 'IN', 'FW', 'PROPN', 'IN', 'CD', 'PUNC', 'CD', 'FW', 'CONJ', 'PROPN', 'PROPN', 'IN', 'CD', 'PUNC', 'CD', 'NOUN', 'PUNC']","['VBD', 'FW', 'NN', 'IN', 'FW', 'NNPS', 'IN', 'CDB', 'PMC', 'CDB', 'FW', 'CC', 'NNP', 'NNPS', 'IN', 'CDB', 'PMC', 'CDB', 'NNC', 'PMP']","['Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
1,Simula pa 'to kahapon .,"['RB', 'RB', 'PUNC', 'JJ', 'PUNC']","['RBW', 'RBI', ""''"", 'JJD', 'PMP']","['MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
2,"Feeling horny tonightIf youre around the area and feeling the same way , just leave me a message and susunduin kita","['PROPN', 'JJ', 'NOUN', 'RB', 'IN', 'DT', 'NOUN', 'CONJ', 'FW', 'DT', 'JJ', 'FW', 'PUNC', 'RB', 'VB', 'PR', 'FW', 'NOUN', 'CONJ', 'VBFT', 'NOUN']","['NNP', 'JJ', 'NN', 'RB', 'IN', 'DT', 'NN', 'CC', 'FW', 'DT', 'JJ', 'FW', 'PMC', 'RB', 'VB', 'PRP', 'FW', 'NN', 'CC', 'VBTF', 'NNC']","['MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN']"
3,"Chat or DM for my tele to swap photos , lets sew if we match .","['NOUN', 'CONJ', 'PROPN', 'IN', 'PR', 'NOUN', 'TO', 'FW', 'NOUN', 'PUNC', 'NOUN', 'VB', 'IN', 'PR', 'VBPR', 'PUNC']","['NN', 'CC', 'NNPA', 'IN', 'PRP$', 'NN', 'TO', 'FW', 'NNS', 'PMC', 'NNS', 'VB', 'IN', 'PRP', 'VBP', 'PMP']","['Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
4,Hmu kung merong interested .,"['PROPN', 'CONJ', 'VB', 'JJ', 'PUNC']","['NNP', 'CCR', 'VBH', 'JJ', 'PMP']","['Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
5,Siguro what I can offer lang is yung experience na lumabas ka with an average girl HAHAHAHAHA sabi ng friends ko funny ako kasama so malay mo mapatawa kita kahit papano .,"['RB', 'PR', 'CD', 'FW', 'VB', 'RB', 'VBPR', 'PR', 'NOUN', 'CCP', 'VBPT', 'PR', 'IN', 'DT', 'JJ', 'NOUN', 'FW', 'VB', 'CONJ', 'NOUN', 'PR', 'JJ', 'PR', 'CONJ', 'FW', 'NOUN', 'FW', 'VB', 'NOUN', 'CONJ', 'RB', 'PUNC']","['RBM', 'WP', 'CDB', 'FW', 'VB', 'RBI', 'VBZ', 'PRO', 'NN', 'CCP', 'VBTS', 'PRS', 'IN', 'DTC', 'JJ', 'NN', 'FW', 'VBS', 'CCB', 'NNS', 'PRS', 'JJ', 'PRS', 'CCB', 'FW', 'NNC', 'FW', 'VBW', 'NNC', 'CCT', 'RBQ', 'PMP']","['MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
6,Dm your ASL kung gusto ng massage .,"['PROPN', 'PR', 'PROPN', 'CONJ', 'VB', 'CONJ', 'NOUN', 'PUNC']","['NNP', 'PRP$', 'NNPA', 'CCR', 'VBS', 'CCB', 'NN', 'PMP']","['MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
7,"Sa trabaho ko sa ER , may nagsuicide attempt na pasyente , pagdating sa ospital buong mukha nya violet na .","['CONJ', 'NOUN', 'PR', 'CONJ', 'NOUN', 'PUNC', 'VB', 'VBPT', 'FW', 'CCP', 'NOUN', 'PUNC', 'NOUN', 'CONJ', 'NOUN', 'PR', 'NOUN', 'PR', 'FW', 'CCP', 'PUNC']","['CCT', 'NNC', 'PRS', 'CCT', 'NN', 'PMC', 'VBH', 'VBTS', 'FW', 'CCP', 'NNC', 'PMC', 'NNC', 'CCT', 'NNC', 'PRI', 'NNC', 'PRS', 'FW', 'CCP', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
8,Is there any way to restore said photos & videos ?,"['VBPR', 'EX', 'FW', 'FW', 'TO', 'VB', 'VBPT', 'NOUN', 'SYM', 'NOUN', 'PUNC']","['VBZ', 'EX', 'FW', 'FW', 'TO', 'VB', 'VBN', 'NNS', 'PMS', 'NNS', 'PMQ']","['Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
9,"yes , you read it right .","['UH', 'PUNC', 'PR', 'VBPR', 'PR', 'RB', 'PUNC']","['UH', 'PMC', 'PRP', 'VBP', 'PRP', 'RB', 'PMP']","['Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
