,text,general_tags,specific_tags,token_tagset
0,kasi sa mga video napapanood ko ng korean at japanese dami lalakeng nagpakulay buhok sa kanila even mga student sa school kaya assume ko hindi binabastos mga may kulay buhok doon .,"['CONJ', 'CONJ', 'DT', 'NOUN', 'VBPR', 'PR', 'CONJ', 'NOUN', 'IN', 'NOUN', 'NOUN', 'NOUN', 'VBPT', 'NOUN', 'CONJ', 'PR', 'RB', 'DT', 'NOUN', 'CONJ', 'NOUN', 'CONJ', 'VB', 'PR', 'RB', 'VBPR', 'DT', 'VB', 'NOUN', 'NOUN', 'PR', 'PUNC']","['CCR', 'CCT', 'DTCP', 'NN', 'VBTR', 'PRS', 'CCB', 'NNC', 'IN', 'NNS', 'NNC', 'NNC', 'VBTS', 'NNC', 'CCT', 'PRSP', 'RB', 'DTCP', 'NN', 'CCT', 'NN', 'CCR', 'VB', 'PRS', 'RBF', 'VBTR', 'DTCP', 'VBH', 'NNC', 'NNC', 'PRL', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
1,"Question sir , sa mga owners ng unit nato jan . Ako lang ba nkakaexperience na sobrang bagal ng mobile internet ko sa kanya ?","['NOUN', 'PROPN', 'PUNC', 'CONJ', 'DT', 'NOUN', 'CONJ', 'NOUN', 'RB', 'NOUN', 'PUNC', 'PR', 'RB', 'RB', 'NOUN', 'CCP', 'JJ', 'NOUN', 'CONJ', 'NOUN', 'NOUN', 'PR', 'CONJ', 'PR', 'PUNC']","['NN', 'NNP', 'PMC', 'CCT', 'DTCP', 'NNS', 'CCB', 'NN', 'RBR', 'NNC', 'PMP', 'PRS', 'RBI', 'RBI', 'NN', 'CCP', 'JJCS', 'NNC', 'CCB', 'NN', 'NN', 'PRS', 'CCT', 'PRSP', 'PMQ']","['Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
2,Magkano po ang price range para naman po hindi maloko o ma-overprice ng sobra ?,"['PROPN', 'UH', 'DT', 'NOUN', 'NOUN', 'CONJ', 'RB', 'UH', 'RB', 'JJ', 'SYM', 'VB', 'CONJ', 'JJ', 'PUNC']","['NNP', 'UH', 'DTC', 'NN', 'NN', 'CCT', 'RBI', 'UH', 'RBF', 'JJD', 'LS', 'VBW', 'CCB', 'JJCS', 'PMQ']","['MGNN', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
3,"But I want you to be strong , kasi ang lahat ng ito ay diversionary tactics sa mangyayaring hearing sa Lunes .","['CONJ', 'CD', 'VB', 'PR', 'TO', 'VB', 'NOUN', 'PUNC', 'CONJ', 'DT', 'PR', 'CONJ', 'PR', 'LM', 'NOUN', 'NOUN', 'CONJ', 'VB', 'NOUN', 'CONJ', 'PROPN', 'PUNC']","['CC', 'CDB', 'VB', 'PRP', 'TO', 'VB', 'NNC', 'PMC', 'CCR', 'DTC', 'PRI', 'CCB', 'PRO', 'LM', 'NN', 'NNS', 'CCT', 'VBW', 'NNC', 'CCT', 'NNP', 'PMP']","['Spacy', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
4,Siguro what I can offer lang is yung experience na lumabas ka with an average girl HAHAHAHAHA sabi ng friends ko funny ako kasama so malay mo mapatawa kita kahit papano .,"['RB', 'PR', 'CD', 'NOUN', 'VBPR', 'RB', 'VBPR', 'PR', 'VB', 'CCP', 'VB', 'PR', 'IN', 'DT', 'JJ', 'NOUN', 'PROPN', 'VB', 'CONJ', 'NOUN', 'PR', 'JJ', 'PR', 'CONJ', 'RB', 'NOUN', 'PROPN', 'VB', 'NOUN', 'CONJ', 'RB', 'PUNC']","['RBM', 'WP', 'CDB', 'NNC', 'VBP', 'RBI', 'VBZ', 'PRO', 'VB', 'CCP', 'VBAF', 'PRS', 'IN', 'DTC', 'JJ', 'NN', 'NNPA', 'VBS', 'CCB', 'NNS', 'PRS', 'JJ', 'PRS', 'CCB', 'RB', 'NNC', 'NNP', 'VBW', 'NNC', 'CCT', 'RBQ', 'PMP']","['MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
5,You can tell your reason why bakit sila ang pinili mo .,"['PR', 'NOUN', 'VB', 'PR', 'NOUN', 'RB', 'PR', 'PR', 'DT', 'VB', 'PROPN', 'PUNC']","['PRP', 'NNC', 'VB', 'PRP$', 'NN', 'WRB', 'PRQ', 'PRP', 'DTC', 'VBOF', 'NNP', 'PMP']","['Spacy', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN']"
6,Nag-iisa lng ako sa dorm kaya i think mas cheap kung bibili ng lutong ulam at mas convenient pa . Kaso concerned ako kung healthy ba ung canned goods regularly ...,"['VBPR', 'NOUN', 'PR', 'CONJ', 'VB', 'CONJ', 'NOUN', 'VB', 'JJ', 'JJ', 'CONJ', 'VBFT', 'CONJ', 'NOUN', 'NOUN', 'IN', 'JJ', 'JJ', 'RB', 'PUNC', 'CONJ', 'VBPT', 'PR', 'CONJ', 'JJ', 'RB', 'DT', 'VBPT', 'NOUN', 'RB', 'SYM']","['VBTR', 'NNC', 'PRS', 'CCT', 'VB', 'CCR', 'NNCA', 'VB', 'JJCC', 'JJ', 'CCR', 'VBTF', 'CCB', 'NNC', 'NNC', 'IN', 'JJCC', 'JJ', 'RBI', 'PMP', 'CCR', 'VBN', 'PRS', 'CCR', 'JJ', 'RBI', 'DTC', 'VBN', 'NNS', 'RB', 'PMS']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
7,"Ibig sabihin malaking kabawasan ito sa gastusin ng aktres . Anyway , how true na magkakampi ang incumbent vice governor ng Zambales na kalaban ni Mayor Jay sa politika at ang kanyang ex-wife ?","['VB', 'VB', 'JJ', 'NOUN', 'PR', 'CONJ', 'VB', 'CONJ', 'NOUN', 'PUNC', 'PROPN', 'PUNC', 'RB', 'JJ', 'CCP', 'VBPR', 'DT', 'NOUN', 'NOUN', 'NOUN', 'CONJ', 'PROPN', 'CCP', 'NOUN', 'DT', 'NOUN', 'PROPN', 'CONJ', 'NOUN', 'IN', 'DT', 'PR', 'PROPN', 'PUNC']","['VBS', 'VBOF', 'JJD', 'NNC', 'PRO', 'CCT', 'VBOF', 'CCB', 'NNC', 'PMP', 'NNP', 'PMC', 'WRB', 'JJ', 'CCP', 'VBTR', 'DTC', 'NN', 'NN', 'NN', 'CCB', 'NNP', 'CCP', 'NNC', 'DTP', 'NN', 'NNP', 'CCT', 'NNC', 'IN', 'DTC', 'PRSP', 'NNP', 'PMQ']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN']"
8,Umabot na sa 3 million views ang music video sa YouTube .,"['VB', 'CCP', 'CONJ', 'CD', 'CD', 'NOUN', 'DT', 'NOUN', 'NOUN', 'CONJ', 'NOUN', 'PUNC']","['VBAF', 'CCP', 'CCT', 'CDB', 'CD', 'NNS', 'DTC', 'NN', 'NN', 'CCT', 'NN', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'Spacy', 'MGNN']"
9,"Hihintayin na lang ito sa telebisyon , at worst , mabibili na lang ito sa pirated DVDs . Naikuwento pa na walang means ang mga nabanggit na producer at filmmaker para sa bonggang promo , gaya ng ginagawa para sa mainstream films .","['PROPN', 'CCP', 'RB', 'PR', 'CONJ', 'NOUN', 'PUNC', 'IN', 'JJ', 'PUNC', 'VBFT', 'CCP', 'RB', 'PR', 'CONJ', 'VBPT', 'NOUN', 'PUNC', 'VBPR', 'RB', 'CCP', 'VB', 'VBPR', 'DT', 'DT', 'VBPT', 'CCP', 'NOUN', 'IN', 'NOUN', 'CONJ', 'CONJ', 'JJ', 'VB', 'PUNC', 'JJ', 'CONJ', 'VBPR', 'CONJ', 'CONJ', 'NOUN', 'NOUN', 'PUNC']","['NNP', 'CCP', 'RBI', 'PRO', 'CCT', 'NNC', 'PMC', 'IN', 'JJS', 'PMC', 'VBTF', 'CCP', 'RBI', 'PRO', 'CCT', 'VBD', 'NNS', 'PMP', 'VBTR', 'RBI', 'CCP', 'VBN', 'VBZ', 'DTC', 'DTCP', 'VBTS', 'CCP', 'NN', 'IN', 'NN', 'CCT', 'CCT', 'JJD', 'VB', 'PMC', 'JJC', 'CCB', 'VBTR', 'CCT', 'CCT', 'NN', 'NNS', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN']"
